city,T_loo,delta,d_part_loo,d_pca90_loo,d_est_loo,delta_abs
Dallas_USA_32.7767_-96.797,-0.10064986599329513,-0.24616192352257177,3.9316339263911053,4,3.965816963195553,0.24616192352257177
Beijing_China_39.9042_116.4074,-0.0742417886260568,-0.21975384615533344,3.9495715216709475,4,3.9747857608354735,0.21975384615533344
Chicago_USA_41.8781_-87.6298,-0.07253972703404353,-0.21805178456332014,3.9507276411246397,4,3.97536382056232,0.21805178456332014
Paris_France_48.8566_2.3522,-0.030324816988020798,-0.17583687451729743,3.9794019728698165,4,3.989700986434908,0.17583687451729743
Delhi_India_28.7041_77.1025,5.5124832547919964e-05,-0.1454569326967287,4.000037443351986,4,4.000018721675993,0.1454569326967287
Los Angeles_USA_34.0522_-118.2437,0.002559134307016698,-0.14295292322225991,4.001738283133137,4,4.000869141566568,0.14295292322225991
San Antonio_USA_29.4241_-98.4936,0.03804388424893098,-0.10746817328034564,4.025841176888442,4,4.012920588444221,0.10746817328034564
Phoenix_USA_33.4484_-112.074,0.04540360539172864,-0.10010845213754799,4.0308402420379466,4,4.015420121018973,0.10010845213754799
Lagos_Nigeria_6.5244_3.3792,0.2390150177045474,0.09350296017527077,4.162350124689771,4,4.081175062344886,0.09350296017527077
Houston_USA_29.7604_-95.3698,0.06509253765018197,-0.08041951987909465,4.04421388122542,4,4.02210694061271,0.08041951987909465
San Diego_USA_32.7157_-117.1611,0.0851995388184176,-0.06031251871085902,4.05787149227493,4,4.028935746137465,0.06031251871085902
San Jose_USA_37.3382_-121.8863,0.08591503614833317,-0.05959702138094346,4.058357491363367,4,4.029178745681683,0.05959702138094346
Tokyo_Japan_35.6762_139.6503,0.0907108894676189,-0.05480116806165772,4.061615058155016,4,4.030807529077508,0.05480116806165772
Ṣo Paulo_Brazil_-23.5505_-46.6333,0.18330032328460497,0.03778826575532834,4.1245061110666965,4,4.062253055533349,0.03778826575532834
London_UK_51.5074_-0.1278,0.10842275423780248,-0.03708930329147414,4.0736457810842435,4,4.036822890542122,0.03708930329147414
Berlin_Germany_52.52_13.405,0.1765348863398608,0.031022828810584185,4.11991071140475,4,4.059955355702375,0.031022828810584185
New York_USA_40.7128_-74.006,0.11567953378392583,-0.029832523745350795,4.078574923509995,4,4.039287461754998,0.029832523745350795
Mumbai_India_19.076_72.8777,0.17367140921550484,0.028159351686228212,4.117965704464807,4,4.058982852232404,0.028159351686228212
Mexico City_Mexico_19.4326_-99.1332,0.1718131899912611,0.026301132461984483,4.116703515479136,4,4.058351757739568,0.026301132461984483
Philadelphia_USA_39.9526_-75.1652,0.15426666418436363,0.00875460665508701,4.104785098469275,4,4.0523925492346375,0.00875460665508701
